po_number,po_date,supplier_id,ordered_by,quantity_liters,market_price_per_liter,actual_price_per_liter,total_cost_mmk,price_vs_market_pct,delivery_location,promised_delivery_date,actual_delivery_date,delivery_delay_days,status,order_type,ai_recommended,notes
PO-2026-0569,2026-01-18,SUP-002,U Min Htet,107.0,3565,3529,377603,-1.0,RH-005,2026-01-20,2026-01-20 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0570,2026-01-18,SUP-002,Daw Su Su,100.0,3565,3529,352900,-1.0,CENTRAL-DEPOT,2026-01-19,2026-01-21 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0571,2026-01-18,SUP-004,Ko Zaw Lin,203.0,3565,3682,747446,3.3,RH-003,2026-01-20,2026-01-20 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0572,2026-01-19,SUP-002,Ma Yin Mar,145.0,3420,3386,490970,-1.0,CENTRAL-DEPOT,2026-01-22,2026-01-22 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0573,2026-01-19,SUP-003,Ko Zaw Lin,100.0,3420,3591,359100,5.0,RS-006,2026-01-22,2026-01-22 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0574,2026-01-19,SUP-003,Ma Yin Mar,100.0,3420,3591,359100,5.0,FV-003,2026-01-23,2026-01-23 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0575,2026-01-19,SUP-001,Ma Yin Mar,100.0,3420,3488,348800,2.0,RC-005,2026-01-21,2026-01-21 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0576,2026-01-20,SUP-002,Daw Su Su,100.0,3146,3115,311500,-1.0,FV-003,2026-01-22,2026-01-23 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0577,2026-01-20,SUP-004,U Min Htet,100.0,3146,3146,314600,0.0,RH-004,2026-01-21,2026-01-21 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0578,2026-01-20,SUP-002,U Min Htet,307.0,3146,3115,956305,-1.0,RH-002,2026-01-23,2026-01-23 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0579,2026-01-20,SUP-003,Ma Yin Mar,100.0,3146,3303,330300,5.0,FR-001,2026-01-23,2026-01-23 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0580,2026-01-21,SUP-002,Ko Zaw Lin,100.0,3155,3123,312300,-1.0,RS-001,2026-01-22,2026-01-22 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0581,2026-01-21,SUP-002,U Min Htet,100.0,3155,3244,324400,2.8,CENTRAL-DEPOT,2026-01-22,2026-01-22 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0582,2026-01-21,SUP-001,U Min Htet,210.0,3155,3218,675780,2.0,RH-003,2026-01-23,2026-01-23 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0583,2026-01-21,SUP-004,Daw Su Su,100.0,3155,3155,315500,0.0,RS-009,2026-01-21,2026-01-21 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0584,2026-01-22,SUP-001,Ma Yin Mar,100.0,3349,3416,341600,2.0,RS-002,2026-01-23,2026-01-23 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0585,2026-01-22,SUP-004,U Min Htet,100.0,3349,3463,346300,3.4,FB-005,2026-01-22,2026-01-23 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0586,2026-01-22,SUP-002,Ko Zaw Lin,118.0,3349,3316,391288,-1.0,FR-001,2026-01-23,2026-01-23 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0587,2026-01-22,SUP-004,Ma Yin Mar,100.0,3349,3349,334900,0.0,FB-002,2026-01-22,2026-01-22 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0588,2026-01-22,SUP-004,Daw Su Su,100.0,3349,3349,334900,0.0,RS-004,2026-01-23,2026-01-25 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0589,2026-01-22,SUP-002,Ko Zaw Lin,100.0,3349,3316,331600,-1.0,FB-003,2026-01-25,2026-01-25 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0590,2026-01-22,SUP-003,Ko Zaw Lin,100.0,3349,3516,351600,5.0,FV-002,2026-01-25,2026-01-26 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0591,2026-01-23,SUP-001,Ma Yin Mar,107.0,3138,3201,342507,2.0,CENTRAL-DEPOT,2026-01-25,2026-01-26 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0592,2026-01-23,SUP-004,Ma Yin Mar,104.0,3138,3138,326352,0.0,CENTRAL-DEPOT,2026-01-23,2026-01-26 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0593,2026-01-23,SUP-001,Daw Su Su,100.0,3138,3352,335200,6.8,CENTRAL-DEPOT,2026-01-25,2026-01-25 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0594,2026-01-23,SUP-004,Daw Su Su,211.0,3138,3240,683640,3.3,CENTRAL-DEPOT,2026-01-24,2026-01-24 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0595,2026-01-23,SUP-003,U Min Htet,219.0,3138,3295,721605,5.0,PM-004,2026-01-27,2026-01-30 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0596,2026-01-23,SUP-001,Daw Su Su,100.0,3138,3201,320100,2.0,FB-002,2026-01-24,2026-01-24 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0597,2026-01-24,SUP-004,Ma Yin Mar,100.0,3179,3250,325000,2.2,CENTRAL-DEPOT,2026-01-25,2026-01-25 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0598,2026-01-24,SUP-004,Ko Zaw Lin,290.0,3179,3179,921910,0.0,RH-002,2026-01-25,2026-01-26 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0599,2026-01-24,SUP-001,Ma Yin Mar,137.0,3179,3376,462512,6.2,RS-001,2026-01-25,2026-01-25 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0600,2026-01-24,SUP-004,Ko Zaw Lin,100.0,3179,3179,317900,0.0,FV-002,2026-01-25,2026-01-26 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0601,2026-01-24,SUP-003,Ko Zaw Lin,100.0,3179,3338,333800,5.0,RS-004,2026-01-27,2026-01-28 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0602,2026-01-24,SUP-004,U Min Htet,100.0,3179,3179,317900,0.0,FV-002,2026-01-25,2026-01-25 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0603,2026-01-24,SUP-003,Ko Zaw Lin,100.0,3179,3338,333800,5.0,RC-002,2026-01-27,2026-01-27 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0604,2026-01-25,SUP-004,Ma Yin Mar,104.0,3152,3152,327808,0.0,DL-002,2026-01-27,2026-01-27 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0605,2026-01-25,SUP-002,Ma Yin Mar,100.0,3152,3120,312000,-1.0,RS-007,2026-01-26,2026-01-26 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0606,2026-01-25,SUP-003,Daw Su Su,100.0,3152,3310,331000,5.0,RS-002,2026-01-28,2026-01-28 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0607,2026-01-25,SUP-003,Ma Yin Mar,680.0,3152,3310,2250800,5.0,PM-001,2026-01-28,2026-01-28 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0608,2026-01-25,SUP-004,Daw Su Su,100.0,3152,3152,315200,0.0,RC-010,2026-01-26,2026-01-26 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0609,2026-01-25,SUP-004,Daw Su Su,100.0,3152,3152,315200,0.0,CENTRAL-DEPOT,2026-01-27,2026-01-27 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0610,2026-01-26,SUP-001,U Min Htet,112.0,3062,3123,349776,2.0,FR-004,2026-01-27,2026-01-27 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0611,2026-01-26,SUP-004,Ma Yin Mar,272.0,3062,3062,832864,0.0,DW-002,2026-01-27,2026-01-29 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0612,2026-01-26,SUP-002,Ko Zaw Lin,100.0,3062,3031,303100,-1.0,RC-003,2026-01-27,2026-01-27 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0613,2026-01-26,SUP-004,Daw Su Su,100.0,3062,3062,306200,0.0,FR-004,2026-01-27,2026-01-27 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0614,2026-01-26,SUP-002,Ko Zaw Lin,106.0,3062,3031,321286,-1.0,DW-002,2026-01-27,2026-01-27 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0615,2026-01-26,SUP-001,Ko Zaw Lin,100.0,3062,3123,312300,2.0,RS-010,2026-01-28,2026-01-31 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0616,2026-01-26,SUP-003,U Min Htet,446.0,3062,3215,1433890,5.0,RH-005,2026-01-29,2026-01-31 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0617,2026-01-26,SUP-003,Daw Su Su,100.0,3062,3348,334800,9.3,FR-002,2026-01-29,2026-01-29 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0618,2026-01-27,SUP-004,U Min Htet,194.0,3246,3246,629724,0.0,CENTRAL-DEPOT,2026-01-28,2026-01-29 00:00:00,1,DELIVERED,BULK_BUY,False,
PO-2026-0619,2026-01-27,SUP-002,U Min Htet,681.0,3246,3333,2269773,2.7,PM-001,2026-01-28,2026-01-30 00:00:00,2,DELIVERED,EMERGENCY,False,
PO-2026-0620,2026-01-27,SUP-002,Ma Yin Mar,549.0,3246,3214,1764486,-1.0,CENTRAL-DEPOT,2026-01-28,2026-01-28 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0621,2026-01-28,SUP-001,U Min Htet,113.0,3214,3351,378663,4.3,DL-001,2026-01-29,2026-01-29 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0622,2026-01-28,SUP-003,Ma Yin Mar,100.0,3214,3507,350700,9.1,RC-010,2026-02-01,2026-02-01 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0623,2026-01-28,SUP-001,Ma Yin Mar,100.0,3214,3278,327800,2.0,FB-005,2026-01-29,2026-01-29 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0624,2026-01-28,SUP-003,Ko Zaw Lin,100.0,3214,3375,337500,5.0,DL-001,2026-02-01,2026-02-01 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0625,2026-01-28,SUP-002,U Min Htet,244.0,3214,3182,776408,-1.0,DW-002,2026-01-30,2026-01-30 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0626,2026-01-29,SUP-003,Ma Yin Mar,172.0,3216,3377,580844,5.0,CENTRAL-DEPOT,2026-02-01,2026-02-02 00:00:00,1,DELIVERED,BULK_BUY,False,
PO-2026-0627,2026-01-29,SUP-001,Daw Su Su,126.0,3216,3280,413280,2.0,RS-004,2026-01-31,2026-01-31 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0628,2026-01-29,SUP-003,Ko Zaw Lin,100.0,3216,3377,337700,5.0,PO-003,2026-02-01,2026-02-01 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0629,2026-01-29,SUP-003,Ko Zaw Lin,134.0,3216,3464,464176,7.7,RH-005,2026-02-02,2026-02-02 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0630,2026-01-29,SUP-003,U Min Htet,100.0,3216,3377,337700,5.0,RS-002,2026-02-01,2026-02-01 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0631,2026-01-29,SUP-003,Ma Yin Mar,100.0,3216,3377,337700,5.0,FB-001,2026-02-02,2026-02-02 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0632,2026-01-29,SUP-004,Ko Zaw Lin,100.0,3216,3216,321600,0.0,FR-004,2026-01-30,2026-01-30 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0633,2026-01-30,SUP-001,U Min Htet,460.0,3078,3140,1444400,2.0,PM-003,2026-02-01,2026-02-01 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0634,2026-01-30,SUP-003,U Min Htet,278.0,3078,3232,898496,5.0,CENTRAL-DEPOT,2026-02-03,2026-02-04 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0635,2026-01-30,SUP-001,Ma Yin Mar,100.0,3078,3140,314000,2.0,RC-005,2026-02-01,2026-02-01 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0636,2026-01-30,SUP-003,Daw Su Su,100.0,3078,3232,323200,5.0,RS-010,2026-02-03,2026-02-04 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0637,2026-01-30,SUP-003,Ko Zaw Lin,100.0,3078,3232,323200,5.0,RC-002,2026-02-03,2026-02-03 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0638,2026-01-31,SUP-003,Daw Su Su,100.0,3261,3424,342400,5.0,FV-004,2026-02-04,2026-02-05 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0639,2026-01-31,SUP-004,Ko Zaw Lin,100.0,3261,3261,326100,0.0,CENTRAL-DEPOT,2026-02-01,2026-02-02 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0640,2026-01-31,SUP-002,U Min Htet,148.0,3261,3228,477744,-1.0,FR-003,2026-02-01,2026-02-01 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0641,2026-01-31,SUP-003,U Min Htet,100.0,3261,3518,351800,7.9,FR-003,2026-02-03,2026-02-03 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0642,2026-01-31,SUP-002,Daw Su Su,100.0,3261,3228,322800,-1.0,RC-001,2026-02-01,2026-02-02 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0643,2026-01-31,SUP-004,Daw Su Su,100.0,3261,3261,326100,0.0,FV-002,2026-02-02,2026-02-02 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0644,2026-01-31,SUP-001,Daw Su Su,666.0,3261,3326,2215116,2.0,PM-001,2026-02-02,2026-02-02 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0645,2026-02-01,SUP-003,Ko Zaw Lin,162.0,3034,3186,516132,5.0,CENTRAL-DEPOT,2026-02-05,2026-02-05 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0646,2026-02-01,SUP-002,U Min Htet,100.0,3034,3004,300400,-1.0,CENTRAL-DEPOT,2026-02-04,2026-02-04 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0647,2026-02-01,SUP-003,Daw Su Su,100.0,3034,3186,318600,5.0,RH-003,2026-02-04,2026-02-04 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0648,2026-02-01,SUP-002,Daw Su Su,100.0,3034,3004,300400,-1.0,CENTRAL-DEPOT,2026-02-03,2026-02-03 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0649,2026-02-01,SUP-003,U Min Htet,376.0,3034,3186,1197936,5.0,RH-005,2026-02-05,2026-02-05 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0650,2026-02-01,SUP-004,Ma Yin Mar,157.0,3034,3034,476338,0.0,CENTRAL-DEPOT,2026-02-02,2026-02-02 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0651,2026-02-02,SUP-001,Ko Zaw Lin,100.0,3190,3254,325400,2.0,RC-003,2026-02-03,2026-02-06 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0652,2026-02-02,SUP-001,U Min Htet,100.0,3190,3354,335400,5.1,FB-001,2026-02-03,2026-02-04 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0653,2026-02-02,SUP-001,Ma Yin Mar,101.0,3190,3254,328654,2.0,RS-004,2026-02-03,2026-02-05 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0654,2026-02-02,SUP-001,U Min Htet,114.0,3190,3254,370956,2.0,CENTRAL-DEPOT,2026-02-03,2026-02-03 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0655,2026-02-02,SUP-003,U Min Htet,100.0,3190,3350,335000,5.0,FB-004,2026-02-05,2026-02-08 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0656,2026-02-02,SUP-001,Ma Yin Mar,227.0,3190,3394,770438,6.4,CENTRAL-DEPOT,2026-02-03,2026-02-03 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0657,2026-02-02,SUP-001,Ma Yin Mar,179.0,3190,3254,582466,2.0,PO-003,2026-02-04,2026-02-04 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0658,2026-02-03,SUP-001,Daw Su Su,100.0,3315,3538,353800,6.7,CENTRAL-DEPOT,2026-02-04,2026-02-04 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0659,2026-02-03,SUP-003,Ma Yin Mar,109.0,3315,3481,379429,5.0,RS-003,2026-02-07,2026-02-09 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0660,2026-02-03,SUP-004,U Min Htet,132.0,3315,3315,437580,0.0,RS-001,2026-02-05,2026-02-05 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0661,2026-02-03,SUP-004,Ko Zaw Lin,118.0,3315,3476,410168,4.9,CENTRAL-DEPOT,2026-02-05,2026-02-06 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0662,2026-02-03,SUP-004,Ko Zaw Lin,100.0,3315,3315,331500,0.0,RC-001,2026-02-04,2026-02-04 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0663,2026-02-03,SUP-003,Ma Yin Mar,100.0,3315,3481,348100,5.0,FV-001,2026-02-06,2026-02-06 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0664,2026-02-03,SUP-002,U Min Htet,343.0,3315,3423,1174089,3.3,RH-001,2026-02-05,2026-02-05 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0665,2026-02-04,SUP-001,Ko Zaw Lin,100.0,3057,3118,311800,2.0,FV-001,2026-02-06,2026-02-09 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0666,2026-02-04,SUP-001,Ko Zaw Lin,100.0,3057,3181,318100,4.1,RS-001,2026-02-06,2026-02-09 00:00:00,3,DELIVERED,EMERGENCY,False,
PO-2026-0667,2026-02-04,SUP-003,U Min Htet,263.0,3057,3210,844230,5.0,DC-001,2026-02-08,2026-02-08 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0668,2026-02-04,SUP-002,U Min Htet,200.0,3057,3026,605200,-1.0,CENTRAL-DEPOT,2026-02-07,2026-02-07 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0669,2026-02-05,SUP-001,U Min Htet,100.0,3087,3149,314900,2.0,PO-003,2026-02-07,2026-02-08 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0670,2026-02-05,SUP-004,Ko Zaw Lin,209.0,3087,3087,645183,0.0,DC-001,2026-02-05,2026-02-05 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0671,2026-02-05,SUP-003,Daw Su Su,177.0,3087,3335,590295,8.0,CENTRAL-DEPOT,2026-02-09,2026-02-11 00:00:00,2,DELIVERED,EMERGENCY,False,
PO-2026-0672,2026-02-05,SUP-003,U Min Htet,100.0,3087,3241,324100,5.0,FR-002,2026-02-09,2026-02-09 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0673,2026-02-05,SUP-002,Ma Yin Mar,109.0,3087,3210,349890,4.0,CENTRAL-DEPOT,2026-02-07,2026-02-10 00:00:00,3,DELIVERED,EMERGENCY,False,
PO-2026-0674,2026-02-05,SUP-003,U Min Htet,100.0,3087,3241,324100,5.0,FB-002,2026-02-08,2026-02-08 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0675,2026-02-06,SUP-001,Daw Su Su,100.0,3136,3347,334700,6.7,CENTRAL-DEPOT,2026-02-08,2026-02-08 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0676,2026-02-06,SUP-001,U Min Htet,100.0,3136,3199,319900,2.0,CENTRAL-DEPOT,2026-02-08,2026-02-09 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0677,2026-02-06,SUP-004,U Min Htet,100.0,3136,3136,313600,0.0,PO-002,2026-02-07,2026-02-07 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0678,2026-02-06,SUP-004,Ma Yin Mar,100.0,3136,3136,313600,0.0,FB-003,2026-02-07,2026-02-07 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0679,2026-02-06,SUP-001,U Min Htet,100.0,3136,3199,319900,2.0,RC-008,2026-02-07,2026-02-07 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0680,2026-02-06,SUP-003,Ma Yin Mar,151.0,3136,3293,497243,5.0,RH-002,2026-02-09,2026-02-09 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0681,2026-02-06,SUP-001,Ko Zaw Lin,254.0,3136,3199,812546,2.0,PM-003,2026-02-08,2026-02-11 00:00:00,3,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0682,2026-02-06,SUP-002,Ko Zaw Lin,100.0,3136,3207,320700,2.3,RC-006,2026-02-08,2026-02-08 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0683,2026-02-07,SUP-004,Daw Su Su,100.0,3084,3084,308400,0.0,CENTRAL-DEPOT,2026-02-08,2026-02-09 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0684,2026-02-07,SUP-003,Ma Yin Mar,100.0,3084,3238,323800,5.0,RC-006,2026-02-10,2026-02-10 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0685,2026-02-07,SUP-001,Daw Su Su,100.0,3084,3146,314600,2.0,DL-001,2026-02-09,2026-02-09 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0686,2026-02-07,SUP-001,Daw Su Su,252.0,3084,3146,792792,2.0,DC-001,2026-02-09,2026-02-09 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0687,2026-02-07,SUP-003,U Min Htet,100.0,3084,3238,323800,5.0,RC-007,2026-02-10,2026-02-10 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0688,2026-02-07,SUP-002,Daw Su Su,100.0,3084,3122,312200,1.2,RS-005,2026-02-09,2026-02-09 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0689,2026-02-07,SUP-002,Ma Yin Mar,168.0,3084,3053,512904,-1.0,CENTRAL-DEPOT,2026-02-08,2026-02-08 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0690,2026-02-08,SUP-001,U Min Htet,100.0,2996,3056,305600,2.0,CENTRAL-DEPOT,2026-02-10,2026-02-10 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0691,2026-02-08,SUP-002,U Min Htet,100.0,2996,3046,304600,1.7,RS-008,2026-02-10,2026-02-10 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0692,2026-02-08,SUP-001,U Min Htet,100.0,2996,3056,305600,2.0,CENTRAL-DEPOT,2026-02-10,2026-02-11 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0693,2026-02-09,SUP-001,Ma Yin Mar,101.0,3121,3183,321483,2.0,CENTRAL-DEPOT,2026-02-11,2026-02-13 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0694,2026-02-09,SUP-003,Ko Zaw Lin,129.0,3121,3349,432021,7.3,DC-001,2026-02-12,2026-02-12 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0695,2026-02-09,SUP-003,Ma Yin Mar,298.0,3121,3277,976546,5.0,PM-003,2026-02-13,2026-02-13 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0696,2026-02-09,SUP-004,Ko Zaw Lin,100.0,3121,3121,312100,0.0,PO-001,2026-02-09,2026-02-09 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0697,2026-02-09,SUP-004,Ko Zaw Lin,100.0,3121,3121,312100,0.0,FB-001,2026-02-10,2026-02-10 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0698,2026-02-10,SUP-003,U Min Htet,244.0,3026,3177,775188,5.0,RH-003,2026-02-13,2026-02-13 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0699,2026-02-10,SUP-001,Daw Su Su,100.0,3026,3087,308700,2.0,FV-003,2026-02-11,2026-02-12 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0700,2026-02-10,SUP-001,Daw Su Su,100.0,3026,3087,308700,2.0,CENTRAL-DEPOT,2026-02-12,2026-02-12 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0701,2026-02-10,SUP-002,Ko Zaw Lin,100.0,3026,2996,299600,-1.0,CENTRAL-DEPOT,2026-02-11,2026-02-12 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0702,2026-02-10,SUP-003,Ma Yin Mar,100.0,3026,3177,317700,5.0,CENTRAL-DEPOT,2026-02-13,2026-02-13 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0703,2026-02-10,SUP-004,Ko Zaw Lin,170.0,3026,3026,514420,0.0,RH-004,2026-02-12,2026-02-12 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0704,2026-02-11,SUP-004,Ko Zaw Lin,100.0,3144,3144,314400,0.0,DC-003,2026-02-13,2026-02-13 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0705,2026-02-11,SUP-003,U Min Htet,100.0,3144,3301,330100,5.0,DL-002,2026-02-14,2026-02-14 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0706,2026-02-11,SUP-002,Daw Su Su,100.0,3144,3113,311300,-1.0,FB-004,2026-02-13,2026-02-14 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0707,2026-02-11,SUP-001,Ko Zaw Lin,100.0,3144,3207,320700,2.0,FV-003,2026-02-12,2026-02-12 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0708,2026-02-11,SUP-001,Ma Yin Mar,127.0,3144,3207,407289,2.0,PO-003,2026-02-13,2026-02-13 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0709,2026-02-11,SUP-004,U Min Htet,100.0,3144,3144,314400,0.0,CENTRAL-DEPOT,2026-02-12,2026-02-12 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0710,2026-02-11,SUP-002,Ma Yin Mar,184.0,3144,3113,572792,-1.0,RH-003,2026-02-12,2026-02-12 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0711,2026-02-11,SUP-004,U Min Htet,100.0,3144,3144,314400,0.0,FV-002,2026-02-12,2026-02-13 00:00:00,1,DELIVERED,SCHEDULED,False,
